Id,SalePrice
1461,129895.61368464239
1462,158661.83856752908
1463,170117.01785636842
1464,188363.93881877436
1465,198859.97013319633
1466,176999.31282815826
1467,175662.10266915226
1468,167796.1637643908
1469,187385.6051245687
1470,111405.06718589085
1471,191865.90435943197
1472,103584.21137799085
1473,102972.43698354762
1474,156800.9433468425
1475,138636.73395730022
1476,377712.01515025017
1477,270016.7501629906
1478,305149.7401899499
1479,288382.79795763525
1480,474940.1371103193
1481,320763.6351828304
1482,212452.68094458393
1483,177550.88002274538
1484,175821.26035887699
1485,159636.74996205722
1486,201741.25554956388
1487,349331.60942703864
1488,268450.4064674889
1489,201945.08792797438
1490,194341.12412817494
1491,199356.86835083636
1492,102767.74547659906
1493,181587.26014086627
1494,293315.6758823455
1495,286704.4561442193
1496,212154.46766734187
1497,193354.59584886493
1498,153741.27619960677
1499,153741.27619960677
1500,144250.82898699702
1501,164898.07361778468
1502,143342.75659243128
1503,267924.1638377691
1504,237205.83046805128
1505,219558.82981968095
1506,217809.83975273403
1507,241049.7019991936
1508,199379.30057879467
1509,169075.99616842213
1510,143197.815282416
1511,142783.75805161073
1512,176302.12859866544
1513,153890.03170803344
1514,151437.27963758612
1515,207918.49953750905
1516,156039.29714268117
1517,155358.6609664652
1518,150080.768317072
1519,216500.32441055457
1520,128964.5721653059
1521,133877.43527505602
1522,169722.69997775208
1523,116600.81057172165
1524,130052.93507840845
1525,122604.39583426018
1526,113820.22110733758
1527,104079.87650729681
1528,143846.4259105683
1529,145152.59662154948
1530,176756.59220730263
1531,110283.15296658898
1532,100331.41945014002
1533,166083.76265084877
1534,137156.26817929518
1535,156105.6674744453
1536,117613.24803105387
1537,64127.35246084055
1538,180596.27925880745
1539,208492.46680014313
1540,98439.86323172625
1541,154308.01876296182
1542,147933.5899233182
1543,211283.87202287622
1544,88110.88850585626
1545,122920.46175699824
1546,128867.94457937166
1547,133092.2726870498
1548,148300.3121419865
1549,120713.0142537754
1550,130063.41176146874
1551,114936.79833093198
1552,133465.42655161998
1553,135005.89016750667
1554,129027.80699092388
1555,160274.33569433447
1556,83855.89290453646
1557,101076.76430123394
1558,97548.48769591186
1559,89815.62849961367
1560,129676.73987812435
1561,128799.90603359525
1562,129123.81883703683
1563,113081.5884617946
1564,154849.35093437688
1565,142805.79365415813
1566,227608.23799616392
1567,71878.12245565324
1568,196323.04077906473
1569,114149.57805593386
1570,134871.174686735
1571,125750.07496449891
1572,146572.30199963326
1573,231187.49533462987
1574,124430.8460542555
1575,200154.7591222522
1576,223422.335928717
1577,201099.7850800106
1578,139936.85275025878
1579,136541.69184979238
1580,199738.9041563255
1581,144747.92135727173
1582,125044.99335529808
1583,327173.96025837335
1584,235720.6357566115
1585,135918.52367586986
1586,70378.25594482556
1587,105340.7051199445
1588,142952.13872415057
1589,106551.28423885387
1590,142013.97742232744
1591,99427.96811692684
1592,124850.16437303698
1593,116222.23986490292
1594,128284.06920342987
1595,99259.18827510889
1596,225407.70878997925
1597,160220.12698975037
1598,187953.80694027143
1599,182755.6705170538
1600,191864.32024643334
1601,58609.711624090014
1602,109867.36968258406
1603,96315.67396095321
1604,248759.1988156782
1605,254106.76474543606
1606,174931.0083582585
1607,192086.39301250817
1608,208343.2454589988
1609,198100.09111149918
1610,147713.0029142826
1611,139446.18712137023
1612,181807.92256584193
1613,172229.01462439916
1614,121530.24585450899
1615,98659.51049313937
1616,84289.81306864294
1617,99609.7984888723
1618,126752.91011766781
1619,134781.986231777
1620,161383.67097382183
1621,140785.45722803182
1622,140235.3186441737
1623,262974.73205181974
1624,200774.09452434268
1625,124711.8839394614
1626,173606.3839889797
1627,180705.9978797793
1628,262449.5632832448
1629,172714.1853118744
1630,331138.17993142956
1631,221125.8340635231
1632,247694.92294593988
1633,157000.85800621228
1634,181267.92933982436
1635,170037.88719194793
1636,164089.81990141125
1637,191300.03753248695
1638,215169.29429367228
1639,196350.01773110958
1640,269419.2643958174
1641,179667.42171509427
1642,215894.37574473224
1643,245498.70333396492
1644,233708.8290930525
1645,194478.42060797068
1646,155971.14930531397
1647,170940.25317765735
1648,141830.98561653635
1649,139312.06309607968
1650,116863.32670404244
1651,123190.39207500241
1652,103955.74219197237
1653,109403.77103845077
1654,154100.84330338202
1655,154364.22755352253
1656,150592.89748387237
1657,155144.2265781897
1658,150862.7253911043
1659,139488.50712618988
1660,146560.32827494774
1661,413922.4255214794
1662,395960.63534631935
1663,391885.4596571997
1664,478538.4412452102
1665,329050.51803254546
1666,287074.3488660531
1667,321536.17722264037
1668,335133.7524306722
1669,275801.1086146553
1670,338968.03805474326
1671,243191.38954791334
1672,430771.1066129372
1673,288596.5290099206
1674,269170.27997701033
1675,176693.44058649024
1676,178421.97641073275
1677,193987.95246104963
1678,454485.44999899424
1679,328270.8261034881
1680,333526.56940843054
1681,261108.19228007155
1682,271863.35454373626
1683,191911.98963219277
1684,182013.6540022821
1685,173923.60789670906
1686,179870.2270555464
1687,159636.74996205722
1688,197938.04463862954
1689,196425.8759249875
1690,188450.36359593133
1691,169534.93438910067
1692,250296.24209348083
1693,159636.74996205722
1694,172970.99576229742
1695,165746.0089350895
1696,258333.77021660117
1697,174040.25943698053
1698,338051.9071294127
1699,323982.10056441027
1700,238246.69541230958
1701,272328.9189640469
1702,299624.83283829544
1703,279605.1536123099
1704,285672.037133167
1705,228702.71000847447
1706,431947.36479191895
1707,218717.93167857986
1708,208588.95392624446
1709,293549.0854395831
1710,237371.64693954663
1711,245706.6899381946
1712,292934.0952103523
1713,244765.48530734898
1714,223541.15561041
1715,203762.72072979022
1716,200468.73872354662
1717,180985.38035532326
1718,147218.78750343257
1719,206386.66519049156
1720,253797.4501784596
1721,181543.23404533483
1722,132448.23162334776
1723,154728.8016926823
1724,229978.25205521993
1725,225796.29459417003
1726,188147.14972029105
1727,168884.0596280242
1728,188420.66305498776
1729,168401.63340299766
1730,167393.0554207896
1731,122119.87637299631
1732,127890.01424058981
1733,116825.608570434
1734,122071.11201151676
1735,131213.4393832778
1736,119164.17580720641
1737,348044.18922978657
1738,225420.8857120295
1739,285553.3772821592
1740,226596.99314628684
1741,179062.44971026748
1742,164898.07361778468
1743,174112.53810693164
1744,292219.2783481734
1745,230618.803356749
1746,219240.6678727141
1747,223238.3368816356
1748,226932.74994649083
1749,148318.7746924347
1750,146048.3979480568
1751,239282.1533260796
1752,118707.81492679424
1753,168468.73508144906
1754,219366.0202151716
1755,155925.3061133433
1756,118942.14766135017
1757,123077.09480560652
1758,136969.76744969565
1759,166637.01854115515
1760,158134.67131660637
1761,146694.68523730646
1762,177271.8830047687
1763,171384.98080917718
1764,116531.32123780223
1765,193562.64964513836
1766,180529.17326596435
1767,210029.55470966361
1768,143111.48156613822
1769,183761.51446149123
1770,145449.08850529915
1771,133164.93489903313
1772,142680.6657684963
1773,125955.41362346521
1774,154223.26568265844
1775,145317.09725987108
1776,114734.61281515738
1777,101962.98280679637
1778,133876.5969741699
1779,116392.87684063504
1780,176327.3656104237
1781,134234.08786767483
1782,93187.17517453514
1783,143112.4156745221
1784,92671.61706439535
1785,118968.90713118199
1786,164246.21862294752
1787,180551.13946495164
1788,55148.28641141873
1789,108685.07144936342
1790,58824.02867950852
1791,207880.24475971883
1792,173029.15167325895
1793,126664.29072467075
1794,153283.96024951685
1795,142455.18299935182
1796,119297.83065169258
1797,134933.0894405484
1798,127214.45540685437
1799,107729.50331799455
1800,112031.17539525405
1801,134154.23978701758
1802,166680.12968214529
1803,166239.8612500413
1804,139502.35152082593
1805,136453.88430447484
1806,141347.06554623652
1807,126902.00155340697
1808,121556.65860907853
1809,114268.29113668068
1810,139429.14501289546
1811,97078.00134333418
1812,101856.59416737311
1813,136862.9598590871
1814,93769.83693753715
1815,55192.32464914643
1816,99009.31504678981
1817,106252.66186950756
1818,161988.33980925192
1819,122515.78883905902
1820,59703.16524183246
1821,133231.08257055425
1822,151823.08470864952
1823,50737.452470666554
1824,137577.60016018103
1825,135006.5066270152
1826,94168.95143434737
1827,108126.71994902458
1828,141473.64263616895
1829,123693.38205211233
1830,157006.79809381117
1831,176484.49253886935
1832,105120.33273033738
1833,144471.19310179405
1834,131066.22779806636
1835,135197.99793748706
1836,158131.81870797623
1837,86911.82560534816
1838,129269.44449219917
1839,94121.97146360179
1840,135327.75343401075
1841,127882.28638630584
1842,82711.08764210499
1843,141378.7207508889
1844,121376.7756044009
1845,137699.72846186484
1846,142957.6965026006
1847,156715.0297595477
1848,48096.07560420916
1849,110691.974459138
1850,124510.8346020066
1851,160081.1797908173
1852,131461.10647385722
1853,127681.18950422676
1854,171587.94365020242
1855,144425.45471154343
1856,216764.8929705856
1857,136313.25650614448
1858,144975.4011350345
1859,121581.38151842024
1860,137250.33965171673
1861,121156.35607799941
1862,258317.68140252406
1863,258317.68140252406
1864,258317.68140252406
1865,329941.71282830276
1866,328292.2561944645
1867,258751.08568994343
1868,282498.0997033562
1869,198860.10457436816
1870,227839.8330649592
1871,254266.77124318658
1872,170264.66967138293
1873,222035.2377388183
1874,151695.15492516785
1875,209816.28413362068
1876,186733.84068092232
1877,210336.50432728647
1878,220460.64579396744
1879,119597.08859675232
1880,136374.5204361663
1881,245656.0188961506
1882,264248.9652181894
1883,204438.15242702293
1884,216739.53146475827
1885,234597.0375181938
1886,278888.6776682867
1887,200149.34063329405
1888,265957.67076099035
1889,159757.4412305086
1890,128039.54957780428
1891,138337.25228232352
1892,103951.05385050522
1893,126860.37799117218
1894,140767.81438866904
1895,148625.17911599483
1896,122636.97276746771
1897,105046.90467920776
1898,116925.5005102317
1899,135676.4634468064
1900,130875.69131535696
1901,146779.11225056284
1902,127237.77773884503
1903,192902.32532041566
1904,136605.5842896224
1905,187603.50054760696
1906,153072.76895188336
1907,190490.5627337098
1908,121191.33491889133
1909,135351.90246073477
1910,135351.90246073477
1911,189684.46415698444
1912,323044.8221939689
1913,143943.8648917575
1914,71881.48456342646
1915,250911.49241580183
1916,57036.32310970372
1917,267587.66423447465
1918,132920.69256565717
